,text,target,title
930,"I made a mistake on the posted article [been fighting food
poisoning for last 24 hours...]

The second paragraph should state the following...

""Doctors cleared Sandberg to swing a padded bat at a ball
on a tee and to catch a ball in his gloved hand.""

Sorry for the error, didn't know it until after posting.",9,rec.sport.baseball
10793,"
Could be. There is a Jayson Stark that writes weekly for some press syndicate 
and also for Baseball America.


Stark has done this sort of thing, but he has never been serious about it.
He usually states that this sort of projection is useless at the top of 
such columns. I think he did it one season and some manager was ""projected"" 
to be thrown out of 60 games and some hitter could expect to be plunked 
150 times.

Stark does some really funny stuff. His weekly baseball reviews are good 
collections of strange things that happened during the previous week. He 
also regularly prints Kinerisms.",9,rec.sport.baseball
3470,"
	No, no no. The Ack man is apparently an alien life-form, much
like the pod people from planet Mars, who can take on any form (the
ability remains the same, however). The Ack-people have been spotted on
many teams to date, but it appears that the Orioles staff (mentioned
above) and the Expos bullpen (Barnes, Walton, Fassero, Gardiner and
Rojas) have been the prime target. Apparently John Wetteland was roughed
up by the Ack-people during spring training due to the fact that his
system rejected the takeover, and has been on the DL ever since. Contact
the authorities! This evil plot must be stopped! (the Ack-people can
keep Jack Morris and Juan Guzman, though. I enjoy watching Toronto fans
suffer too much to want these guys returned to normal ;-)

Scot.


-- 
-----------------------------------------------------------------------------
Scot Hughes        | Department of Chemical Engineering | Expos in '93!
falcon@cs.mcgill.ca| McGill University, Montreal, Quebec| {witty saying here}",9,rec.sport.baseball
1449,"I would like to make everyone aware that in winning the NL West the Atlanta
Braves did not lead wire-to-wire.  Through games of 4/14/93 the Houston
Astros are percentage points ahead of the ""unbeatable"" Braves.


Go Astros!!!!!",9,rec.sport.baseball
8854,"ok - sorry about that...i didn't realise he was being sarcastic about
 those sort of things.

but i'll tell you, mike lupica (daily news) usually says some pretty
 funny things in his ""shooting from the lip"" columns...",9,rec.sport.baseball
7780,"Well, Maddux looked excellent as the Braves shutout the Cubs 1 - 0.
Justice drove in the only run with an RBI single in the first. Get
ready for him to have a monster year. He is now hitting the ball to
the opposite field with a lot of power to go with his natural 
power to right field and his good batting eye. If he stays healthy
which he should (his back is full strength this year) he should
get over 100 RBI and close to 30 HR.

In another note, the Marlins got off to a good start beating the
Dodgers. I believe the score was 6 - 3 but I'm not sure. I wish
them and the Rockies well this year. Hell. I think it would be
funny to watch the Dodgers hit the cellar again this year.",9,rec.sport.baseball
9345,"
writes a ""Who woulda thunk it"" article which is really the same piece
every time.   ""Who would have thought that [Buddy Biancalana] would have
more home runs than [the Colorado Rockies, Babe Ruth, Omar Vizquel and
Nolan Ryan] COMBINED!""   He's an idiot, if it's the same guy.
",9,rec.sport.baseball
766,"
I don't personally, but Clay just posted it.  Yes, we do.  

Unfortunately, it shows that Lopez wasn't as good an example as Nieves would
have been, since his last year numbers were out of line with the previous
years (which I didn't have access to).

The point remains, though; knowing a guy's minor league history is as good
as knowing his major league history, if you know how to read it.


The MLE is not a *projection*, it's an *equivalence*.  It's a ""this is how
well he hit *last* year, in major league terms"" rating.  So, in essence, he
has *already* reached it.  I would guess (Bob?  Clay?) that essentially half
of all players surpass their previous MLEs in their rookie seasons.  Maybe
more than half, since all of these players are young and improving.


Did they?  Offerman may have been the difference between 4th or 5th place
and last place, but no more.


Sure; they didn't have anyone better.  I suppose they might have gutted the
farm system to acquire Jay Bell or Spike Owen or somebody if they were really
in contention. 


If you'd read what I wrote, you'd be less amazed.  Nowhere do I claim to put
any credence in spring training.  Quite the contrary; I said that Lopez hadn't
done anything that even the bozos who *do* put credence in spring training
could interpret as ""failure"".  Just because I think spring training numbers
are meaningless doesn't mean that Bobby Cox does; it's just a case of ruling
out one possible explanation for sending Lopez down.


Keith Mitchell did very very well at AA, AAA, and the majors over a season,
then did very, very poorly for a year in AAA.

",9,rec.sport.baseball
8994,"                                              ^^^^
 ^^^^^^^^
                                             ^^^

Geez, can I type or what?

-- 
-------------------------------------------------------------------------------
David Rex Wood -- davewood@cs.colorado.edu -- University of Colorado at Boulder",9,rec.sport.baseball
1897," 
For your information, Lankford is injured (I think it is his shoulder or rib
cage), so he could not use him as a pinch hitter.
 
I do believe that Whiten was a very good aquisition for the Cards.  He does
not have too much offensive capabilities, but he is an awesome defensively.
Since when have the Cardnials actually thought of offense instead of defense?:)
I forgot who St. Louis gave up for him, but it was not too much.
 
As far as Gilkey is concerned, he is a leftfielder and so is Brian Jordan, who
beat him out.  I expect to see a Gilkey/Jordan platoon in LF.
 
I agree with you on this one.  As soon as Larkin threw that ball, I knew that
Lankford was a dead bird.  But how could Dent have known that Larkin would make
a perfect throw?
 
I strongly believe that Torre is one of the best managers in baseball.  Don't
forget the overachieving Cards of '91 that won all those close games and went
from last place to second place (although they were oveshadowed by the Braves/
Twins last to first climb).  He won a division title, and barely lost a pennant
race when he was with the Braves (why Atlanta ever even considered firing him I
will never understand).  With Torre at the controls, the Cardinals are heading
in the right direction.
 
One more thing, one game does not make a season.  Yes, they lost to the Reds,
but with the second best pitching staff in the National League (first in the
East), and a pretty good offense, the Redbirds will win a lot more than they
lose.  Maybe this is the year that they will go all the way.
 
Charles, a very enthusiastic Cardnials fan
 
  -----------------------------------------------------------------
  º Charles Rosen            º      THIRTY-FOUR TO THIRTEEN!!!    º
  º University of Alabama    º   NATIONAL CHAMPS!!!  ROLL TIDE!!! º
  º Tuscaloosa, AL           º         (Need I Say More?)         º",9,rec.sport.baseball
3352,"
Catcher is their weakest position, with the possible exception of second base.
They have a chance to simultaneously replace their biggest offensive problem
spot with a well-above-average offensive player *and* acclimate a highly
promising potential star with no pressure on him to carry the team, and they
want to play *Olson* and *Berryhill* instead?!


""A catcher's defensive reputation will be inversely proportional to his
 recent offensive level of performance.""  Thus, Mickey Tettleton goes (in
 the media) from being a no-hit defensive whiz to a slugging thumb-finger
 in two short years.  The rule doesn't apply to perceived ""superstars"", who
 get the Gold Glove Offensive Transfer effect instead.  Greg Olson is probably
 considered to be a good defensive catcher precisely because he can't hit.



Aren't they the same thing?


Either that or just stupidity.


Of course.


One could make the same sort of argument in other cases.  Pete Rose, in
pursuing Ty Cobb's record, was a huge gate attraction (and national media
magnet).  The Reds made a lot of money off that; they also wasted the prime
of Eric Davis.  That may be ""good business"", but that doesn't mean I don't
loathe them for it.


",9,rec.sport.baseball
2280,"I basically agree, the Tigers are my favorite team.  Actually, their
pitching might actually be better this year than last (not that htat's
saying a hole lot). How 'bout that home opener on Tuesday!! By the way,
Sparky goes for win 2,000 today. 
",9,rec.sport.baseball
5823,"
After reading my local paper today, I found out that the Phillies
started the 1964 season at 10-2.  I am not as old as 1964, but I've
heard many talk about the serious choke job the Phillies did that
season. They were ahead of the Cardinals by 15 games that season in
mid-August.  They managed to lose a bunch from then on and the
Cardinals took the division.  15!!! games ahead and lost it.... I
hope this season is MUCH different.

",9,rec.sport.baseball
4568,"Lowenstein is NOT Jewish.  However, there is a long list including
Hank Greenberg, Moe Berg, Rod Carew (a convert), the Sherry brothers,
Art Shamsky, and Ron Blomberg.",9,rec.sport.baseball
4123,,9,rec.sport.baseball
3982,"
I should be so lucky: the account number must have been rejected! :-)


To be accurate, it is ""Big Bang Ben"" MacDonald.


I hope not.  To think that I would inadvertantly give any pleasure to
Mulroney _really_ ruins my day.  PS: Matthew Wall: a marvellous ending
to the section on the Expos.

or VINCE@VAXI.SSCL.UWO.CA; please identify any messages with the
subject line BBDDD


Realizing the taterific importance of this work, John Palmer and I
concluded that we might be able to pool some resources. I have not yet
gone through the archives that Jonathan sent to me; when I do, I will
send out an ""official"" introduction to the Deep Drive Derby.

However, I wonder if we need to rename the project, now that the
principal investigator and research archive have changed. Send your
suggestions for a rename of the study to me, at the address given
above.

And, just think:  it's opening day.  Soon, the balls will be flying
out (no, get your minds out of the gutter) of the ball parks, and
helpless bystanders will be injured by balls reentering the
atmosphere. (and you thought that meteorite showers were made of
rocks!)

Who will be the stars this year? Can anyone hope to combat Brad
Arnsberg's record start to last year?

The season is young, the balls newly rubbed in mud, the hot dogs
starting to boil for the rest of the year. Play ball (and take cover).

And may all your sliders hang.",9,rec.sport.baseball
7378,"I heard that Eli is selling the team to a group in Cinninati. This would
help so that the O's could make some real free agent signings in the 
offseason. Training Camp reports that everything is pretty positive right
now. The backup catcher postion will be a showdown between Tackett and Parent
although I would prefer Parent. #1 Draft Pick Jeff Hammonds may be coming
up faster in the O's hierarchy of the minors faster than expected. Mike
Flanagan is trying for another comeback. Big Ben is being defended by
coaches saying that while the homers given up were an awful lot, most came
in the beginning of the season and he really improved the second half. This
may be Ben's year. 
	I feel that while this may not be Mussina's Cy Young year, he will
be able to pitch the entire season without periods of fatigue like last year
around August. I really hope Baines can provide the RF support the O's need.
Orsulak was decent but I had hoped that Chito Martinez could learn defense
better and play like he did in '91. The O's right now don't have many
left-handed hitters. Anderson proving last year was no fluke and Cal's return
to his averages would be big plusses in a drive for the pennant. The 
rotation should be Sutcliffe, Mussina, McDonald, Rhodes, ?????. Olson is an
interesting case. Will he strike out the side or load the bases and then get
three pop outs? You never know.
The way I see the AL East this year (with personal biases mixed in)
Baltimore
New York
Toronto
Milwaukee
Cleveland
Boston
Detroit
(The top 4 are the only true contenders in my mind. One of these 4 will
definitely win the division unless it snows in Hell/Maryland :). I feel
that this Baltimore's season to finally put everything together.)
__________________________________________________________________________
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
 
",9,rec.sport.baseball
10292,"
",9,rec.sport.baseball
1553,"

Perhaps so. I was only responding to the ""Yankees of the 20's and 30's"" 
part of the comment. If those teams were a 'sure thing' and lost, 
then it's probably not so unreasonable for someone to pick another 
team (not that I did).",9,rec.sport.baseball
9434,"

What makes you think Buck will still be in New York at year's end with
George back?  :-)

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",9,rec.sport.baseball
10708,"As a Philly fan as as a Penna. baseball fan, I'm anxious to see the
Penna. series.  Anyone know when it starts and where the first games
will be played?

This is (I think) always good baseball (to me); and the Pirates are
also off to a good start.",9,rec.sport.baseball
4393,"
I've been saying that for at least 2 years now and even the A's conditioning
guru told Jose he was carrying too much weight and losing some would help
his back.Although I don't for one second believe Jose used steroids,his
back problems are very similar to problems alot of steroid users experience
because they are simply carrying too much weight on their frame(see Jeff
Bregel ex 49er as a textbook example), and IMHO Jose is too big for his
frame.



I can't imagine how to estimate bat speed, but its pretty obvious that
Jose is missing fastballs he used to hit, likely due to his back.



I don't know, he had an even more open stance when he first came up with
the A's, and had no problems with it then. It might be that pre-back
problems, he was quick enough to cover up any deficiencies the stance
caused, but now he's lost just enough bat speed that the stance hurts
him. The old saying if you're hot its a trigger mechanism, if you're
cold, its a hitch. 


The biggest problem IMHO is he never has found a stance he's comfortable
with for more than a few months. He changes his stance so much, he loses
track of where the strike zone is. In Wednesday's night game, he was 
clearly mad at strike calls on both corners that looked pretty good to
me. I think he no longer knows where the strike zone really is because
he's changed his stance so much.

I'm also a bit concerned that because he's got Palmer and Gonzalez hitting
all the homeruns, he'll become competitive, swing even harder and screw
himself up even worse. LaRussa always said that Canseco's famous batting
practice homer shows did him more harm than good as they encouraged
bad hitting habits.


",9,rec.sport.baseball
5918,"Since someone brought up sports radio, howabout sportswriting???

(Anyone give an opinion) 

Which city do you think has the best sports coverage in terms of
print media? 

(these are general questions) 

Is the Washington Post better than the Philadelphia Inquier or the NY
Times?  

Howabout the Philadelphia Daily News compared to the New York Daily
News?  
",9,rec.sport.baseball
10057,"I have a 386/33 with 8 megs of memory

I have noticed that lately when I use programs like WpfW or Corel Draw
my computer ""boggs"" down and becomes really sluggish!

What can I do to increase performance?  What should I turn on or off

Will not loading wallpapers or stuff like that help when it comes to
the running speed of windows and the programs that run under it?

Thanx in advance

Derek
",2,comp.os.ms-windows.misc
5018,"I have a modest system of aliases/macros that enables me to download
mail from a public access UNIX system to my MS-DOS box. I read and reply
to the mail with a MS Windows 3.1 based editor.

Everything works peachey keen as long as the author of the message has
maintained his text at 80 col. max. width. Sometimes I get slightly wider
messages that run off-screen, so I have to use the cursor/slider to read
the whole thing.

I'm using NDW Deskedit mainly, but I've experienced the same prob with
all other MS WIndows editors. I've fiddled with word wrap settings in
the various editors, but to no avail. I know I'm missing something very
basic in editor setup, but what is it?

Oh yeah, MS Word for Windows converts everything flawlessly but for what
I'm looking for that's like using a tank to crack walnuts.

I'd really like to have an editor setup that would display all incoming
ASCII files in a readable format to my screen.

Thanks in advance,",2,comp.os.ms-windows.misc
10730,"Hi,
        I was wondering if anyone knew whether or not Logitech had
Windows TWAIN drivers for the Scanman. If so, are the drivers on the
net somewhere? My Scanman is the model one down from the Scanman 256.

        Thanks in advance.

                                Ross Barclay
",2,comp.os.ms-windows.misc
6024,"






Rob,

their e-mail adress is support@asymetrix.com

I've heard V.2.0 is in beta.

have a look at bitserv.list.toolb-l - which is a toolbook list.",2,comp.os.ms-windows.misc
7521,"about 2.5Kbyte without Novell 3.11 support.

No.

No.
Nearly all.

We run mixed WNT beta and W4WG, no problem apart from printer sharing( beta problem)

We had problems with mouse drivers using W4WG where Windows 3.1 didn't, seems to be 
more critical about it. It was actualy a port problem with the network card running on 0x2e0, we changed it to 0x300, now everything is allright, I think it has to do with the AMI Bios as well.



",2,comp.os.ms-windows.misc
10857,"
 	Take a look at ftp.cica.indiana.edu at pub/pc/win3/(util?misc?)
for a program caleld vswitch.zip.It's as close to want you want as you can
get in WIn3.1 ...
Hope it helps...

",2,comp.os.ms-windows.misc
5521,"


Well...I need the old 8"" disks ... You are right, disks is a better word,
but they are so big and calling them disks is kind of funny ... but the
appropriate word is disks ...",2,comp.os.ms-windows.misc
6637,"} 
} 
} 
} }   Hey,
} 
} }   could somebody tell me, how it is possible to work with the mouse
} }   in a NON-Windows application, which runs in an window. We use
} }   MS-WINDOWS 3.1 and have CLIPPER applications. Exists there any
} }   routines or something else ? Please mail me your informations.
} 
} }   Thanks for your efforts,
} 
} }     Oliver
} }-- 
} } NAME : O.Kretzschmar                      Inst.IKE / University Stuttgart
} } PHONE: +49 711 685 2130                           Pfaffenwaldring 31
} } FAX  : +49 711 685 2010                            7000 Stuttgart 80
} } EMAIL: wnkretz@ikesg1.energietechnik.uni-stuttgart.de
} 
} Very simple.  You have to have the MOUSE.COM or MOUSE.SYS loaded in DOS
} before you run Windows.  Note that you don't need to have these files loaded
} to use the mouse in Windows.


... and you need a video driver which is completely Windows 3.1 compatible, and
your mouse driver has to be completely compatible as well.  Not quite so simple.
(I never could get my logitech mouse to work 100% in a DOS window with my
old Paradise card:  now I have a Diamond SS24X and the 6.2 mouse drivers, and
everything works perfectly).",2,comp.os.ms-windows.misc
4839,"On ftp.cica.indiana.edu in pub/pc/win3/misc/winadv.zip is a writeup by
Steve Gibson of InfoWorld with winbench 3.11 and a number of other 
benchmark results for nine isa and four VLB video cards.  This is a 
very current upload and is likely to have any card you're currently 
giving serious consideration.  Not in XLS format.  Latest version of
WinBench that I know of is ver 3.11.  I believe they try to maintain
the same rating scale between versions, and new versions are released
to defeat the lastest coding tricks put in by driver programmers to
beat the benchmarks.  Don't know on the last one.",2,comp.os.ms-windows.misc
5465,"Just as the title suggest, is it okay to do that?
I havne't got DOS6 yet, but I heart DoubleSpace is less tight than stacker 3.0.
What are disadvantage/advantages by doing that?

Any comments will be appreciated.",2,comp.os.ms-windows.misc
11031,"OK will some one out there tell me why / how DOS 5
can read (I havn't tried writing in case it breaks something)
the Win/NT NTFS file system.
I thought NTFS was supposed to be better than the FAT system",2,comp.os.ms-windows.misc
313,"




You do mean disks, don't you, not tapes?  You forgot to say whether you
were looking for the old 8"" or the newer 5.25"".

Sorry, just use them at work and don't think they would appreciate it.
",2,comp.os.ms-windows.misc
2403,"Does any one know of any shareware/freeware software which lets one display
EPS files on a PC with DOS and/or Windows???
Your reply would be much appreciated.   Thanks.
Hal Adam, HADAM@bcsc02.gov.bc.ca
",2,comp.os.ms-windows.misc
10260,"I'm attempting to transfer files from my home computer running
Windows 3.1 Terminal to a workstation at school.  The file transfer protocol
at home is Kermit for binary files.  I'm running Kermit on the workstation at school and
setting the file transfer protocol to binary.  I am unable to upload files
to school but can download files from school to home.  During download,
Terminal displays ther retrying message several times then the message '
Verify you're using the correct protocol'.  
	Anyone have any ideas on how to fix?  Either e-mail or post to this
group. 

Thanks, in advance,",2,comp.os.ms-windows.misc
4274,"I've never had quicken but I did use MYM in it's early days. I have MS Money
for Windows now and a financial planning package called Wealthbuilder by
Reality Technologies and Money Magazine. P.S. I also do my taxes with Turbo
Tax. All of these packages are good in their own way but none of them
really support me in doing what I really need to do - manage my finances.

The first company that comes along with a Windows based package that:
    manages budgets and accounts
    manages loans
    calculates taxes
    uses all of the above and knowledge about my investing philosophy to
      help me invest in the right investment vehicles, and
    integrates it all together

will have my business for life.",2,comp.os.ms-windows.misc
